-1	1
-0.997998	0.621583
-0.995996	0.319672
-0.993994	0.0838568
-0.991992	-0.0952152
-0.98999	-0.225927
-0.987988	-0.315767
-0.985986	-0.37141
-0.983984	-0.398775
-0.981982	-0.403099
-0.97998	-0.388992
-0.977978	-0.360493
-0.975976	-0.321123
-0.973974	-0.273933
-0.971972	-0.221544
-0.96997	-0.166196
-0.967968	-0.109781
-0.965966	-0.0538784
-0.963964	0.000210089
-0.961962	0.0514318
-0.95996	0.0989553
-0.957958	0.142145
-0.955956	0.180536
-0.953954	0.213816
-0.951952	0.241804
-0.94995	0.264432
-0.947948	0.281727
-0.945946	0.293803
-0.943944	0.300838
-0.941942	0.30307
-0.93994	0.300784
-0.937938	0.294297
-0.935936	0.283957
-0.933934	0.270132
-0.931932	0.253199
-0.92993	0.233547
-0.927928	0.211562
-0.925926	0.187629
-0.923924	0.162125
-0.921922	0.135417
-0.91992	0.107857
-0.917918	0.0797827
-0.915916	0.0515124
-0.913914	0.0233455
-0.911912	-0.00443934
-0.90991	-0.0315853
-0.907908	-0.0578579
-0.905906	-0.083045
-0.903904	-0.106957
-0.901902	-0.129428
-0.8999	-0.150313
-0.897898	-0.169489
-0.895896	-0.186855
-0.893894	-0.202331
-0.891892	-0.215855
-0.88989	-0.227385
-0.887888	-0.236897
-0.885886	-0.244383
-0.883884	-0.249852
-0.881882	-0.253327
-0.87988	-0.254846
-0.877878	-0.254457
-0.875876	-0.252221
-0.873874	-0.24821
-0.871872	-0.242503
-0.86987	-0.23519
-0.867868	-0.226367
-0.865866	-0.216134
-0.863864	-0.204599
-0.861862	-0.191872
-0.85986	-0.178068
-0.857858	-0.163303
-0.855856	-0.147695
-0.853854	-0.131362
-0.851852	-0.114423
-0.84985	-0.0969963
-0.847848	-0.0791971
-0.845846	-0.0611403
-0.843844	-0.0429375
-0.841842	-0.0246974
-0.83984	-0.00652515
-0.837838	0.0114782
-0.835836	0.0292157
-0.833834	0.0465953
-0.831832	0.0635298
-0.82983	0.0799372
-0.827828	0.0957409
-0.825826	0.11087
-0.823824	0.125259
-0.821822	0.138849
-0.81982	0.151585
-0.817818	0.163421
-0.815816	0.174314
-0.813814	0.184229
-0.811812	0.193135
-0.80981	0.201008
-0.807808	0.207829
-0.805806	0.213585
-0.803804	0.218268
-0.801802	0.221875
-0.7998	0.22441
-0.797798	0.225879
-0.795796	0.226294
-0.793794	0.225671
-0.791792	0.224031
-0.78979	0.221399
-0.787788	0.217803
-0.785786	0.213275
-0.783784	0.207849
-0.781782	0.201564
-0.77978	0.194461
-0.777778	0.186582
-0.775776	0.177974
-0.773774	0.168683
-0.771772	0.158759
-0.76977	0.148252
-0.767768	0.137214
-0.765766	0.125698
-0.763764	0.113758
-0.761762	0.101447
-0.75976	0.0888203
-0.757758	0.0759315
-0.755756	0.0628351
-0.753754	0.049585
-0.751752	0.0362346
-0.74975	0.0228365
-0.747748	0.00944241
-0.745746	-0.00389702
-0.743744	-0.0171323
-0.741742	-0.0302155
-0.73974	-0.0430999
-0.737738	-0.0557407
-0.735736	-0.0680948
-0.733734	-0.0801207
-0.731732	-0.0917793
-0.72973	-0.103033
-0.727728	-0.113847
-0.725726	-0.124189
-0.723724	-0.134026
-0.721722	-0.143332
-0.71972	-0.152081
